FE,mean_best,std_best,log10_mean_best
32168,0.0,0.0,-300.0
32269,0.0,0.0,-300.0
32370,0.0,0.0,-300.0
32471,0.0,0.0,-300.0
32572,0.0,0.0,-300.0
32673,0.0,0.0,-300.0
32774,0.0,0.0,-300.0
32875,0.0,0.0,-300.0
32976,0.0,0.0,-300.0
33077,0.0,0.0,-300.0
33178,0.0,0.0,-300.0
33279,0.0,0.0,-300.0
33380,0.0,0.0,-300.0
33481,0.0,0.0,-300.0
33582,0.0,0.0,-300.0
33683,0.0,0.0,-300.0
33784,0.0,0.0,-300.0
33885,0.0,0.0,-300.0
33986,0.0,0.0,-300.0
34087,0.0,0.0,-300.0
34188,0.0,0.0,-300.0
34289,0.0,0.0,-300.0
34390,0.0,0.0,-300.0
34491,0.0,0.0,-300.0
34592,0.0,0.0,-300.0
34693,0.0,0.0,-300.0
34794,0.0,0.0,-300.0
34895,0.0,0.0,-300.0
34996,0.0,0.0,-300.0
35097,0.0,0.0,-300.0
35198,0.0,0.0,-300.0
35299,0.0,0.0,-300.0
35400,0.0,0.0,-300.0
35501,0.0,0.0,-300.0
35602,0.0,0.0,-300.0
35703,0.0,0.0,-300.0
35804,0.0,0.0,-300.0
35905,0.0,0.0,-300.0
36006,0.0,0.0,-300.0
36107,0.0,0.0,-300.0
36208,0.0,0.0,-300.0
36309,0.0,0.0,-300.0
36410,0.0,0.0,-300.0
36511,0.0,0.0,-300.0
36612,0.0,0.0,-300.0
36713,0.0,0.0,-300.0
36814,0.0,0.0,-300.0
36915,0.0,0.0,-300.0
37016,0.0,0.0,-300.0
37117,0.0,0.0,-300.0
37218,0.0,0.0,-300.0
37319,0.0,0.0,-300.0
37420,0.0,0.0,-300.0
37521,0.0,0.0,-300.0
37622,0.0,0.0,-300.0
37723,0.0,0.0,-300.0
37824,0.0,0.0,-300.0
37925,0.0,0.0,-300.0
38026,0.0,0.0,-300.0
38127,0.0,0.0,-300.0
38228,0.0,0.0,-300.0
38329,0.0,0.0,-300.0
38430,0.0,0.0,-300.0
38531,0.0,0.0,-300.0
38632,0.0,0.0,-300.0
38733,0.0,0.0,-300.0
38834,0.0,0.0,-300.0
38935,0.0,0.0,-300.0
39036,0.0,0.0,-300.0
39137,0.0,0.0,-300.0
39238,0.0,0.0,-300.0
39339,0.0,0.0,-300.0
39440,0.0,0.0,-300.0
39541,0.0,0.0,-300.0
39642,0.0,0.0,-300.0
39743,0.0,0.0,-300.0
39844,0.0,0.0,-300.0
39945,0.0,0.0,-300.0
40046,0.0,0.0,-300.0
40147,0.0,0.0,-300.0
40248,0.0,0.0,-300.0
40349,0.0,0.0,-300.0
40450,0.0,0.0,-300.0
40551,0.0,0.0,-300.0
40652,0.0,0.0,-300.0
40753,0.0,0.0,-300.0
40854,0.0,0.0,-300.0
40955,0.0,0.0,-300.0
41056,0.0,0.0,-300.0
41157,0.0,0.0,-300.0
41258,0.0,0.0,-300.0
41359,0.0,0.0,-300.0
41460,0.0,0.0,-300.0
41561,0.0,0.0,-300.0
41662,0.0,0.0,-300.0
41763,0.0,0.0,-300.0
41864,0.0,0.0,-300.0
41965,0.0,0.0,-300.0
42066,0.0,0.0,-300.0
42167,0.0,0.0,-300.0
42268,0.0,0.0,-300.0
42369,0.0,0.0,-300.0
42470,0.0,0.0,-300.0
42571,0.0,0.0,-300.0
42672,0.0,0.0,-300.0
42773,0.0,0.0,-300.0
42874,0.0,0.0,-300.0
42975,0.0,0.0,-300.0
43076,0.0,0.0,-300.0
43177,0.0,0.0,-300.0
43278,0.0,0.0,-300.0
43379,0.0,0.0,-300.0
43480,0.0,0.0,-300.0
43581,0.0,0.0,-300.0
43682,0.0,0.0,-300.0
43783,0.0,0.0,-300.0
43884,0.0,0.0,-300.0
43985,0.0,0.0,-300.0
44086,0.0,0.0,-300.0
44187,0.0,0.0,-300.0
44288,0.0,0.0,-300.0
44389,0.0,0.0,-300.0
44490,0.0,0.0,-300.0
44591,0.0,0.0,-300.0
44692,0.0,0.0,-300.0
44793,0.0,0.0,-300.0
44894,0.0,0.0,-300.0
44995,0.0,0.0,-300.0
45096,0.0,0.0,-300.0
45197,0.0,0.0,-300.0
45298,0.0,0.0,-300.0
45399,0.0,0.0,-300.0
45500,0.0,0.0,-300.0
45601,0.0,0.0,-300.0
45702,0.0,0.0,-300.0
45803,0.0,0.0,-300.0
45904,0.0,0.0,-300.0
46005,0.0,0.0,-300.0
46106,0.0,0.0,-300.0
46207,0.0,0.0,-300.0
46308,0.0,0.0,-300.0
46409,0.0,0.0,-300.0
46510,0.0,0.0,-300.0
46611,0.0,0.0,-300.0
46712,0.0,0.0,-300.0
46813,0.0,0.0,-300.0
46914,0.0,0.0,-300.0
47015,0.0,0.0,-300.0
47116,0.0,0.0,-300.0
47217,0.0,0.0,-300.0
47318,0.0,0.0,-300.0
47419,0.0,0.0,-300.0
47520,0.0,0.0,-300.0
47621,0.0,0.0,-300.0
47722,0.0,0.0,-300.0
47823,0.0,0.0,-300.0
47924,0.0,0.0,-300.0
48025,0.0,0.0,-300.0
48126,0.0,0.0,-300.0
48227,0.0,0.0,-300.0
48328,0.0,0.0,-300.0
48429,0.0,0.0,-300.0
48530,0.0,0.0,-300.0
48631,0.0,0.0,-300.0
48732,0.0,0.0,-300.0
48833,0.0,0.0,-300.0
48934,0.0,0.0,-300.0
49035,0.0,0.0,-300.0
49136,0.0,0.0,-300.0
49237,0.0,0.0,-300.0
49338,0.0,0.0,-300.0
49439,0.0,0.0,-300.0
49540,0.0,0.0,-300.0
49641,0.0,0.0,-300.0
49742,0.0,0.0,-300.0
49843,0.0,0.0,-300.0
49944,0.0,0.0,-300.0
50045,0.0,0.0,-300.0
